agency_cd,site_no,date,q.arklasco,tmax.arklasco,tmin.arklasco,ec.arklasco,,,,INDEP,SHIFT,DEP
USGS,7124000,8/9/2005,63,32,20.5,1790,,,,,,
USGS,7124000,8/10/2005,40,32.9,19.8,2410,,,,,,
USGS,7124000,8/11/2005,36,30.3,19.5,2740,,,,,,
USGS,7124000,8/12/2005,70,23,19,2030,,,,,,
USGS,7124000,8/13/2005,151,23.8,20,1230,,,,,,
USGS,7124000,8/14/2005,196,23,19.3,1290,,,,,,
USGS,7124000,8/15/2005,231,24.6,19.2,1290,,,,,,
USGS,7124000,8/16/2005,376,25.3,20.8,1090,,,,,,
USGS,7124000,8/17/2005,201,27.8,20.3,1340,,,,,,
USGS,7124000,8/18/2005,303,27.2,21.5,1270,,,,,,
USGS,7124000,8/19/2005,384,27.2,22.3,1170,,,,,,
USGS,7124000,8/20/2005,309,24.2,22,1270,,,,,,
USGS,7124000,8/21/2005,271,26.5,20.2,1360,,,,,,
USGS,7124000,8/22/2005,274,27.3,20.7,1270,,,,,,
USGS,7124000,8/23/2005,384,25.9,21.5,1140,,,,,,
USGS,7124000,8/24/2005,409,26.4,21.2,1120,,,,,,
USGS,7124000,8/25/2005,256,27.7,21.4,1290,,,,,,
USGS,7124000,8/26/2005,180,27.5,21.5,1410,,,,,,
USGS,7124000,8/27/2005,120,28,20.7,1570,,,,,,
USGS,7124000,8/28/2005,91,27.8,19.5,1680,,,,,,
USGS,7124000,8/29/2005,72,28.2,18.6,1860,,,,,,
USGS,7124000,8/30/2005,55,29.1,17.5,2070,,,,,,
USGS,7124000,8/31/2005,39,25.4,16.2,2330,,,,,,
USGS,7124000,9/1/2005,30,26.4,14.5,2550,,,,,,
USGS,7124000,9/2/2005,34,27.2,16,2340,,,,,,
USGS,7124000,9/3/2005,34,29.7,16.7,2330,,,,,,
USGS,7124000,9/4/2005,29,29.3,17.2,2590,,,,,,
USGS,7124000,9/5/2005,25,31.8,17.4,2770,,,,,,
USGS,7124000,9/6/2005,24,29.1,17.7,2800,,,,,,
USGS,7124000,9/7/2005,23,31.3,19.2,2790,,,,,,
USGS,7124000,9/8/2005,29,31.2,17.5,2590,,,,,,
USGS,7124000,9/9/2005,43,29.4,19.1,2120,,,,,,
USGS,7124000,9/10/2005,42,28.1,18.6,2120,,,,,,
USGS,7124000,9/11/2005,33,28.4,16.2,2390,,,,,,
USGS,7124000,9/12/2005,30,25.8,16.4,2500,,,,,,
USGS,7124000,9/13/2005,28,26.3,14.1,2520,,,,,,
USGS,7124000,9/14/2005,26,23.3,14.4,2530,,,,,,
USGS,7124000,9/15/2005,28,26.4,12.2,2490,,,,,,
USGS,7124000,9/16/2005,30,27.1,13.6,2470,,,,,,
USGS,7124000,9/17/2005,31,27.3,15.2,2410,,,,,,
USGS,7124000,9/18/2005,32,27.1,13.3,2300,,,,,,
USGS,7124000,9/19/2005,30,26.1,15.3,2310,,,,,,
USGS,7124000,9/20/2005,31,27.4,14.6,2330,,,,,,
USGS,7124000,9/21/2005,33,25.8,16.1,2280,,,,,,
USGS,7124000,9/22/2005,33,23.3,16.5,2290,,,,,,
USGS,7124000,9/23/2005,36,26.3,15.8,2210,,,,,,
USGS,7124000,9/24/2005,38,26.6,16.9,2130,,,,,,
USGS,7124000,9/25/2005,44,25.6,16.6,2010,,,,,,
USGS,7124000,9/26/2005,51,24.5,16.6,2000,,,,,,
USGS,7124000,9/27/2005,53,24,15.5,2080,,,,,,
USGS,7124000,9/28/2005,50,19.5,15.3,2140,,,,,,
USGS,7124000,9/29/2005,51,20.3,13.3,2150,,,,,,
USGS,7124000,9/30/2005,50,23,14.5,2190,,,,,,
USGS,7124000,10/1/2005,45,24.3,13.8,2170,,,,,,
USGS,7124000,10/2/2005,28,23.6,14.9,2470,,,,,,
USGS,7124000,10/3/2005,16,26.3,13.6,2850,,,,,,
USGS,7124000,10/4/2005,14,22.1,15.4,2890,,,,,,
USGS,7124000,10/5/2005,16,20.9,12.2,2780,,,,,,
USGS,7124000,10/6/2005,24,15.6,9.5,2400,,,,,,
USGS,7124000,10/7/2005,28,18.8,7.6,2350,,,,,,
USGS,7124000,10/8/2005,36,20.8,9.7,2190,,,,,,
USGS,7124000,10/9/2005,42,17.4,12.2,2100,,,,,,
USGS,7124000,10/10/2005,43,12.2,8.7,2040,,,,,,
USGS,7124000,10/11/2005,38,13.4,8.4,2170,,,,,,
USGS,7124000,10/12/2005,38,19,9.1,2130,,,,,,
USGS,7124000,10/13/2005,60,17.8,10.1,1720,,,,,,
USGS,7124000,10/14/2005,86,17.5,11.1,1410,,,,,,
USGS,7124000,10/15/2005,78,16,11.6,1510,,,,,,
USGS,7124000,10/16/2005,73,19.3,12.5,1600,,,,,,
USGS,7124000,10/17/2005,67,19.8,12.4,1670,,,,,,
USGS,7124000,10/18/2005,51,20.6,11.9,1870,,,,,,
USGS,7124000,10/19/2005,43,15.8,12.3,1970,,,,,,
USGS,7124000,10/20/2005,44,19,10.2,1940,,,,,,
USGS,7124000,10/21/2005,58,17.2,12.7,1770,,,,,,
USGS,7124000,10/22/2005,65,18.3,12.3,1680,,,,,,
USGS,7124000,10/23/2005,67,12.9,9.3,1670,,,,,,
USGS,7124000,10/24/2005,92,13.4,7.1,1510,,,,,,
USGS,7124000,10/25/2005,116,13.7,8.3,1400,,,,,,
USGS,7124000,10/26/2005,135,12.9,8.9,1410,,,,,,
USGS,7124000,10/27/2005,156,13.5,8.6,1380,,,,,,
USGS,7124000,10/28/2005,174,13.7,10.3,1460,,,,,,
USGS,7124000,10/29/2005,172,15.5,11.3,1440,,,,,,
USGS,7124000,10/30/2005,159,14.5,10.7,1550,,,,,,
USGS,7124000,10/31/2005,155,13.8,10.5,1630,,,,,,
USGS,7124000,11/1/2005,96,15.4,8.5,2050,,,,,,
USGS,7124000,11/2/2005,62,14.2,8.7,2440,,,,,,
USGS,7124000,11/3/2005,53,13.7,9.5,2310,,,,,,
USGS,7124000,11/4/2005,44,16.8,8.1,2400,,,,,,
USGS,7124000,11/5/2005,37,14.8,7.4,2490,,,,,,
USGS,7124000,11/6/2005,32,15.5,5.9,2580,,,,,,
USGS,7124000,11/7/2005,29,14.7,8.3,2670,,,,,,
USGS,7124000,11/8/2005,28,14.6,7.9,2660,,,,,,
USGS,7124000,11/9/2005,26,12,8,2670,,,,,,
USGS,7124000,11/10/2005,24,16,6.3,2740,,,,,,
USGS,7124000,11/11/2005,24,17.7,7.7,2780,,,,,,
USGS,7124000,11/12/2005,23,17.8,8.8,2740,,,,,,
USGS,7124000,11/13/2005,21,12,5.8,3000,,,,,,
USGS,7124000,11/14/2005,21,13.6,5.2,3010,,,,,,
USGS,7124000,11/15/2005,53,8.2,4.1,2620,,,,,,
USGS,7124000,11/16/2005,184,5.4,2.6,2060,,,,,,
USGS,7124000,11/17/2005,143,6.7,2.7,1800,,,,,,
USGS,7124000,11/18/2005,129,8.2,2.6,1930,,,,,,
USGS,7124000,11/19/2005,124,7,4.4,1970,,,,,,
USGS,7124000,11/20/2005,127,8.4,2.6,2020,,,,,,
USGS,7124000,11/21/2005,137,9.5,3.6,2020,,,,,,
USGS,7124000,11/22/2005,140,9.4,4.2,2020,,,,,,
USGS,7124000,11/23/2005,125,9.9,4,2120,,,,,,
USGS,7124000,11/24/2005,117,9.2,4,2210,,,,,,
USGS,7124000,11/25/2005,111,8.9,3.1,2180,,,,,,
USGS,7124000,11/26/2005,106,8.5,2.4,2190,,,,,,
USGS,7124000,11/27/2005,103,6.2,2.7,2210,,,,,,
USGS,7124000,11/28/2005,96,5.8,1.4,2220,,,,,,
USGS,7124000,11/29/2005,89,5.7,0.6,2260,,,,,,
USGS,7124000,11/30/2005,87,6.7,1.4,2300,,,,,,
USGS,7124000,12/1/2005,87,6.2,0.1,2320,,,,,,
USGS,7124000,12/2/2005,88,7,1.5,2350,,,,,,
USGS,7124000,12/3/2005,88,5.2,3.4,2330,,,,,,
USGS,7124000,12/4/2005,88,7.1,2.7,2310,,,,,,
USGS,7124000,12/5/2005,84,5.1,0.5,2300,,,,,,
USGS,7124000,12/6/2005,80,2.2,0.1,2330,,,,,,
USGS,7124000,12/7/2005,60,0.3,0.2,2420,,,,,,
USGS,7124000,12/8/2005,50,0.2,0.1,2560,,,,,,
USGS,7124000,12/9/2005,55,0.2,0.1,2290,,,,,,
USGS,7124000,12/10/2005,50,0.2,0.1,2160,,,,,,
USGS,7124000,12/11/2005,50,0.2,0.1,2040,,,,,,
USGS,7124000,12/12/2005,55,1.8,0.1,2010,,,,,,
USGS,7124000,12/13/2005,80,4.9,0.1,2000,,,,,,
USGS,7124000,12/14/2005,95,4.3,0.1,2000,,,,,,
USGS,7124000,12/15/2005,90,2.6,0.1,2090,,,,,,
USGS,7124000,12/16/2005,85,1.4,0.1,2230,,,,,,
USGS,7124000,12/17/2005,90,1.6,0.1,2290,,,,,,
USGS,7124000,12/18/2005,90,0.1,0.1,2300,,,,,,
USGS,7124000,12/19/2005,95,2.9,0.1,2350,,,,,,
USGS,7124000,12/20/2005,99,5.3,0.1,2250,,,,,,
USGS,7124000,12/21/2005,111,5.1,0.1,2140,,,,,,
USGS,7124000,12/22/2005,106,6.6,0.5,2230,,,,,,
USGS,7124000,12/23/2005,105,8.6,3.3,2240,,,,,,
USGS,7124000,12/24/2005,104,7.9,2.8,2230,,,,,,
USGS,7124000,12/25/2005,102,8.3,2.4,2260,,,,,,
USGS,7124000,12/26/2005,101,9.2,3.1,2260,,,,,,
USGS,7124000,12/27/2005,100,9,4.4,2250,,,,,,
USGS,7124000,12/28/2005,98,8.1,3.1,2260,,,,,,
USGS,7124000,12/29/2005,96,9,4.4,2280,,,,,,
USGS,7124000,12/30/2005,93,6.5,2.1,2300,,,,,,
USGS,7124000,12/31/2005,92,7,2.4,2320,,,,,,
USGS,7124000,1/1/2006,92,7.7,4.6,2300,,,,,,
USGS,7124000,1/2/2006,90,7.6,2.3,2290,,,,,,
USGS,7124000,1/3/2006,90,9.6,3.4,2290,,,,,,
USGS,7124000,1/4/2006,86,6.7,2.5,2280,,,,,,
USGS,7124000,1/5/2006,83,7.5,2.1,2290,,,,,,
USGS,7124000,1/6/2006,83,8.7,1.6,2300,,,,,,
USGS,7124000,1/7/2006,85,8.8,3.2,2300,,,,,,
USGS,7124000,1/8/2006,85,9.2,3.3,2290,,,,,,
USGS,7124000,1/9/2006,84,7.9,3.4,2270,,,,,,
USGS,7124000,1/10/2006,85,6.7,1.1,2240,,,,,,
USGS,7124000,1/11/2006,87,8.4,1.6,2270,,,,,,
USGS,7124000,1/12/2006,86,6,2,2300,,,,,,
USGS,7124000,1/13/2006,83,6.5,0.1,2310,,,,,,
USGS,7124000,1/14/2006,83,6.8,1.1,2350,,,,,,
USGS,7124000,1/15/2006,87,9.1,2.2,2350,,,,,,
USGS,7124000,1/16/2006,85,7.1,2.7,2330,,,,,,
USGS,7124000,1/17/2006,82,6.9,0.3,2330,,,,,,
USGS,7124000,1/18/2006,83,8.5,1.7,2330,,,,,,
USGS,7124000,1/19/2006,85,8.3,3.2,2300,,,,,,
USGS,7124000,1/20/2006,85,7.2,1.8,2270,,,,,,
USGS,7124000,1/21/2006,84,4.7,0.1,2290,,,,,,
USGS,7124000,1/22/2006,78,4.5,0.1,2320,,,,,,
USGS,7124000,1/23/2006,77,4.3,0.1,2340,,,,,,
USGS,7124000,1/24/2006,78,6.4,0.1,2340,,,,,,
USGS,7124000,1/25/2006,80,7.4,0.2,2320,,,,,,
USGS,7124000,1/26/2006,81,9.7,3.9,2320,,,,,,
USGS,7124000,1/27/2006,79,9.6,3.1,2300,,,,,,
USGS,7124000,1/28/2006,78,9.1,3.2,2310,,,,,,
USGS,7124000,1/29/2006,77,9.2,2.4,2320,,,,,,
USGS,7124000,1/30/2006,76,9.1,1.9,2330,,,,,,
USGS,7124000,1/31/2006,78,10.9,2.7,2320,,,,,,
USGS,7124000,2/1/2006,80,10.3,3.4,2330,,,,,,
USGS,7124000,2/2/2006,77,8.3,3.5,2330,,,,,,
USGS,7124000,2/3/2006,75,9.3,2.5,2330,,,,,,
USGS,7124000,2/4/2006,73,8.8,2.7,2350,,,,,,
USGS,7124000,2/5/2006,73,9,3,2340,,,,,,
USGS,7124000,2/6/2006,70,9.1,1.2,2350,,,,,,
USGS,7124000,2/7/2006,70,9.6,1.1,2340,,,,,,
USGS,7124000,2/8/2006,72,9.3,1.8,2330,,,,,,
USGS,7124000,2/9/2006,75,10.2,1.8,2320,,,,,,
USGS,7124000,2/10/2006,73,6.6,1.1,2330,,,,,,
USGS,7124000,2/11/2006,72,6.1,0.3,2350,,,,,,
USGS,7124000,2/12/2006,71,8.8,0.2,2350,,,,,,
USGS,7124000,2/13/2006,74,9.5,0.9,2320,,,,,,
USGS,7124000,2/14/2006,77,10.6,1.6,2300,,,,,,
USGS,7124000,2/15/2006,77,8.7,3.2,2310,,,,,,
USGS,7124000,2/16/2006,74,8.1,1.5,2330,,,,,,
USGS,7124000,2/17/2006,72,3.3,0.2,2380,,,,,,
USGS,7124000,2/18/2006,70,1.4,0.1,NA,,,,,,
USGS,7124000,2/19/2006,75,0.3,0.1,NA,,,,,,
USGS,7124000,2/20/2006,77,6.3,0.1,NA,,,,,,
USGS,7124000,2/21/2006,79,9.2,0.2,NA,,,,,,
USGS,7124000,2/22/2006,80,8.5,0.1,2230,,,,,,
USGS,7124000,2/23/2006,79,10.2,0.1,2260,,,,,,
USGS,7124000,2/24/2006,79,12,1.5,2310,,,,,,
USGS,7124000,2/25/2006,76,11.4,3.3,2320,,,,,,
USGS,7124000,2/26/2006,75,12.6,2.1,2330,,,,,,
USGS,7124000,2/27/2006,77,15.7,5.8,2310,,,,,,
USGS,7124000,2/28/2006,78,12.9,6.4,2310,,,,,,
USGS,7124000,3/1/2006,75,14.7,8.5,2280,,,,,,
USGS,7124000,3/2/2006,72,14.5,5.3,2250,,,,,,
USGS,7124000,3/3/2006,71,15.6,5.8,2270,,,,,,
USGS,7124000,3/4/2006,74,16,6.9,2300,,,,,,
USGS,7124000,3/5/2006,73,16.1,6.4,2290,,,,,,
USGS,7124000,3/6/2006,74,14.4,6.6,2290,,,,,,
USGS,7124000,3/7/2006,75,16.6,7.2,2270,,,,,,
USGS,7124000,3/8/2006,137,13.3,7.5,1800,,,,,,
USGS,7124000,3/9/2006,169,11.6,6.7,1600,,,,,,
USGS,7124000,3/10/2006,195,11.4,5.6,1620,,,,,,
USGS,7124000,3/11/2006,231,9.9,5.2,1510,,,,,,
USGS,7124000,3/12/2006,263,9.3,4.9,1510,,,,,,
USGS,7124000,3/13/2006,271,10.5,4.5,1570,,,,,,
USGS,7124000,3/14/2006,255,11,4.4,1560,,,,,,
USGS,7124000,3/15/2006,212,12.8,5.9,1750,,,,,,
USGS,7124000,3/16/2006,65,16.5,4.7,2290,,,,,,
USGS,7124000,3/17/2006,37,14.7,3,2670,,,,,,
USGS,7124000,3/18/2006,30,12,3.7,2820,,,,,,
USGS,7124000,3/19/2006,28,16.9,6,2860,,,,,,
USGS,7124000,3/20/2006,26,8.1,0.6,2700,,,,,,
USGS,7124000,3/21/2006,23,14.3,0.1,2800,,,,,,
USGS,7124000,3/22/2006,24,10.4,2.4,2640,,,,,,
USGS,7124000,3/23/2006,36,13.3,4,1850,,,,,,
USGS,7124000,3/24/2006,33,16.7,3.1,2030,,,,,,
USGS,7124000,3/25/2006,26,12,5.6,2290,,,,,,
USGS,7124000,3/26/2006,27,18.9,5.9,2230,,,,,,
USGS,7124000,3/27/2006,21,18.2,4.5,2570,,,,,,
USGS,7124000,3/28/2006,19,19.2,5.5,2680,,,,,,
USGS,7124000,3/29/2006,19,21.2,7.4,2660,,,,,,
USGS,7124000,3/30/2006,18,20.5,7.4,2610,,,,,,
USGS,7124000,3/31/2006,17,20.5,6.8,2740,,,,,,
USGS,7124000,4/1/2006,16,16,8.3,2820,,,,,,
USGS,7124000,4/2/2006,16,21.7,7.2,2820,,,,,,
USGS,7124000,4/3/2006,15,18.2,6.1,2840,,,,,,
USGS,7124000,4/4/2006,15,21.3,6.9,2850,,,,,,
USGS,7124000,4/5/2006,16,25,10,2870,,,,,,
USGS,7124000,4/6/2006,16,18.2,8.1,2840,,,,,,
USGS,7124000,4/7/2006,18,10.6,5.9,2560,,,,,,
USGS,7124000,4/8/2006,20,19.7,3,2380,,,,,,
USGS,7124000,4/9/2006,18,24.6,7,2530,,,,,,
USGS,7124000,4/10/2006,17,20.8,8.7,2720,,,,,,
USGS,7124000,4/11/2006,17,22.2,8.5,2800,,,,,,
USGS,7124000,4/12/2006,16,25.5,7.7,2860,,,,,,
USGS,7124000,4/13/2006,16,27,8.8,2880,,,,,,
USGS,7124000,4/14/2006,16,23.6,10.8,2890,,,,,,
USGS,7124000,4/15/2006,16,21.8,10,2910,,,,,,
USGS,7124000,4/16/2006,16,26.4,8.5,2910,,,,,,
USGS,7124000,4/17/2006,16,27.4,9.4,2910,,,,,,
USGS,7124000,4/18/2006,15,22.8,9.1,2930,,,,,,
USGS,7124000,4/19/2006,15,23.8,6.4,2920,,,,,,
USGS,7124000,4/20/2006,15,24.5,6.8,2910,,,,,,
USGS,7124000,4/21/2006,16,26.2,8.6,2900,,,,,,
USGS,7124000,4/22/2006,18,20.8,10.4,2670,,,,,,
USGS,7124000,4/23/2006,18,25.3,9.7,2680,,,,,,
USGS,7124000,4/24/2006,16,19.9,9.1,2830,,,,,,
USGS,7124000,4/25/2006,15,21.7,6.8,2880,,,,,,
USGS,7124000,4/26/2006,16,25.1,6.5,2890,,,,,,
USGS,7124000,4/27/2006,16,27.3,9.5,2920,,,,,,
USGS,7124000,4/28/2006,16,14.3,9.5,2860,,,,,,
USGS,7124000,4/29/2006,16,21,7.6,2890,,,,,,
USGS,7124000,4/30/2006,16,26.9,8.6,2900,,,,,,
USGS,7124000,5/1/2006,16,28.3,12.1,2900,,,,,,
USGS,7124000,5/2/2006,17,28.6,11.4,2930,,,,,,
USGS,7124000,5/3/2006,18,22.8,11.7,2670,,,,,,
USGS,7124000,5/4/2006,18,14.6,10.9,2590,,,,,,
USGS,7124000,5/5/2006,18,12.8,9.5,2700,,,,,,
USGS,7124000,5/6/2006,24,25.1,10,2310,,,,,,
USGS,7124000,5/7/2006,25,26.2,12.1,2220,,,,,,
USGS,7124000,5/8/2006,19,26.4,10.8,2440,,,,,,
USGS,7124000,5/9/2006,17,24.8,12.4,2870,,,,,,
USGS,7124000,5/10/2006,16,25.1,10,2830,,,,,,
USGS,7124000,5/11/2006,17,26.7,8.6,2900,,,,,,
USGS,7124000,5/12/2006,19,27.8,10.1,2610,,,,,,
USGS,7124000,5/13/2006,18,27.6,11.6,2620,,,,,,
USGS,7124000,5/14/2006,16,27.3,12.6,2800,,,,,,
USGS,7124000,5/15/2006,16,28.1,11.1,2870,,,,,,
USGS,7124000,5/16/2006,16,28.9,10.7,2910,,,,,,
USGS,7124000,5/17/2006,16,29.5,11.6,2920,,,,,,
USGS,7124000,5/18/2006,16,31.3,14,2930,,,,,,
USGS,7124000,5/19/2006,16,31.8,14.2,2900,,,,,,
USGS,7124000,5/20/2006,26,30.8,15.5,2190,,,,,,
USGS,7124000,5/21/2006,115,28,19,1260,,,,,,
USGS,7124000,5/22/2006,430,23.4,21.2,NA,,,,,,
USGS,7124000,5/23/2006,471,24.6,20.2,802,,,,,,
USGS,7124000,5/24/2006,486,25.1,19.7,806,,,,,,
USGS,7124000,5/25/2006,513,26,20.1,829,,,,,,
USGS,7124000,5/26/2006,531,25.4,20.4,821,,,,,,
USGS,7124000,5/27/2006,571,24.4,19.7,842,,,,,,
USGS,7124000,5/28/2006,646,23.5,19.3,843,,,,,,
USGS,7124000,5/29/2006,650,22.9,18.8,837,,,,,,
USGS,7124000,5/30/2006,745,21.2,18.1,805,,,,,,
USGS,7124000,5/31/2006,956,22.3,18.3,NA,,,,,,
USGS,7124000,6/1/2006,972,22.7,18.7,NA,,,,,,
USGS,7124000,6/2/2006,616,25.3,20.1,903,,,,,,
USGS,7124000,6/3/2006,706,25.9,20.9,912,,,,,,
USGS,7124000,6/4/2006,710,26.4,21.6,916,,,,,,
USGS,7124000,6/5/2006,896,26.8,22.5,865,,,,,,
USGS,7124000,6/6/2006,741,27.1,22.5,880,,,,,,
USGS,7124000,6/7/2006,695,27,23,823,,,,,,
USGS,7124000,6/8/2006,653,26.2,22.2,786,,,,,,
USGS,7124000,6/9/2006,569,26.8,22,732,,,,,,
USGS,7124000,6/10/2006,537,26.7,22.2,735,,,,,,
USGS,7124000,6/11/2006,474,26.9,21.8,773,,,,,,
USGS,7124000,6/12/2006,463,25,21.2,766,,,,,,
USGS,7124000,6/13/2006,563,NA,21.6,NA,,,,,,
USGS,7124000,6/14/2006,659,26.6,NA,667,,,,,,
USGS,7124000,6/15/2006,589,24.3,21.7,704,,,,,,
USGS,7124000,6/16/2006,640,21.7,19.8,692,,,,,,
USGS,7124000,6/17/2006,657,23.9,18.4,685,,,,,,
USGS,7124000,6/18/2006,625,25.6,19.7,718,,,,,,
USGS,7124000,6/19/2006,643,27.3,21.8,737,,,,,,
USGS,7124000,6/20/2006,597,26.3,22.1,796,,,,,,
USGS,7124000,6/21/2006,409,26.8,21.3,908,,,,,,
USGS,7124000,6/22/2006,396,25.6,20.2,882,,,,,,
USGS,7124000,6/23/2006,349,26.2,19.6,926,,,,,,
USGS,7124000,6/24/2006,245,26.1,20.3,1130,,,,,,
USGS,7124000,6/25/2006,174,NA,NA,NA,,,,,,
USGS,7124000,6/26/2006,166,NA,NA,NA,,,,,,
USGS,7124000,6/27/2006,208,27.6,19.4,1090,,,,,,
USGS,7124000,6/28/2006,259,27.2,20.4,970,,,,,,
USGS,7124000,6/29/2006,310,27.9,20.9,875,,,,,,
USGS,7124000,6/30/2006,310,28.4,22,977,,,,,,
USGS,7124000,7/1/2006,214,30.2,22.4,1140,,,,,,
USGS,7124000,7/2/2006,147,29.7,21.9,1270,,,,,,
USGS,7124000,7/3/2006,136,27.8,22,1270,,,,,,
USGS,7124000,7/4/2006,209,27.3,21.5,1080,,,,,,
USGS,7124000,7/5/2006,260,25.7,22.7,1020,,,,,,
USGS,7124000,7/6/2006,289,26.6,21.8,1060,,,,,,
USGS,7124000,7/7/2006,550,27.8,23,942,,,,,,
USGS,7124000,7/8/2006,528,28.3,24.1,951,,,,,,
USGS,7124000,7/9/2006,784,26.4,23.5,683,,,,,,
USGS,7124000,7/10/2006,536,26.5,22.6,865,,,,,,
USGS,7124000,7/11/2006,880,27.5,23.4,951,,,,,,
USGS,7124000,7/12/2006,1180,27,23.3,843,,,,,,
USGS,7124000,7/13/2006,886,28,23.8,897,,,,,,
USGS,7124000,7/14/2006,452,29.4,23.2,1150,,,,,,
USGS,7124000,7/15/2006,735,29,24.8,1050,,,,,,
USGS,7124000,7/16/2006,473,29.5,23.8,1160,,,,,,
USGS,7124000,7/17/2006,437,29.7,24.5,NA,,,,,,
USGS,7124000,7/18/2006,378,29.8,24.6,NA,,,,,,
USGS,7124000,7/19/2006,321,30.7,23.8,NA,,,,,,
USGS,7124000,7/20/2006,326,31.4,24.7,1240,,,,,,
USGS,7124000,7/21/2006,312,29.5,25.2,1210,,,,,,
USGS,7124000,7/22/2006,212,30.4,22.9,1420,,,,,,
USGS,7124000,7/23/2006,170,30.4,21.5,1600,,,,,,
USGS,7124000,7/24/2006,186,30,22.6,1480,,,,,,
USGS,7124000,7/25/2006,163,30.8,22.7,1470,,,,,,
USGS,7124000,7/26/2006,146,31.3,22.8,1530,,,,,,
USGS,7124000,7/27/2006,142,31.1,23.2,1580,,,,,,
USGS,7124000,7/28/2006,116,30.1,21.6,1700,,,,,,
USGS,7124000,7/29/2006,108,29.9,21.2,1680,,,,,,
USGS,7124000,7/30/2006,111,31.9,21.5,1590,,,,,,
USGS,7124000,7/31/2006,110,32.4,22.2,1560,,,,,,
USGS,7124000,8/1/2006,105,29.4,22.4,1550,,,,,,
USGS,7124000,8/2/2006,98,29.9,21.7,1520,,,,,,
USGS,7124000,8/3/2006,100,29.6,22.2,1510,,,,,,
USGS,7124000,8/4/2006,108,30.4,21.6,1710,,,,,,
USGS,7124000,8/5/2006,101,31.4,21.1,1640,,,,,,
USGS,7124000,8/6/2006,85,30.2,21.6,1850,,,,,,
USGS,7124000,8/7/2006,137,30.1,22.2,1430,,,,,,
USGS,7124000,8/8/2006,113,32.1,22.3,1800,,,,,,
USGS,7124000,8/9/2006,92,31.8,22.5,2630,,,,,,
USGS,7124000,8/10/2006,89,30.7,20.6,2580,,,,,,
USGS,7124000,8/11/2006,86,31,21.3,1940,,,,,,
USGS,7124000,8/12/2006,103,29.4,21.7,1500,,,,,,
USGS,7124000,8/13/2006,106,29,22,1440,,,,,,
USGS,7124000,8/14/2006,95,26,21.4,1580,,,,,,
USGS,7124000,8/15/2006,94,27.1,20.5,1630,,,,,,
USGS,7124000,8/16/2006,159,29,21.8,1220,,,,,,
USGS,7124000,8/17/2006,144,30.3,23.3,1300,,,,,,
USGS,7124000,8/18/2006,109,29.4,21.4,NA,,,,,,
USGS,7124000,8/19/2006,244,NA,NA,NA,,,,,,
USGS,7124000,8/20/2006,560,NA,NA,NA,,,,,,
USGS,7124000,8/21/2006,424,NA,NA,NA,,,,,,
USGS,7124000,8/22/2006,434,25,NA,NA,,,,,,
USGS,7124000,8/23/2006,486,26.3,21.8,1040,,,,,,
USGS,7124000,8/24/2006,435,26.7,22.1,NA,,,,,,
USGS,7124000,8/25/2006,327,24.3,21.5,NA,,,,,,
USGS,7124000,8/26/2006,258,23.9,19.8,2020,,,,,,
USGS,7124000,8/27/2006,278,24,19.9,1870,,,,,,
USGS,7124000,8/28/2006,685,22.6,19.1,1310,,,,,,
USGS,7124000,8/29/2006,763,22.3,17.8,909,,,,,,
USGS,7124000,8/30/2006,409,24.5,19,1090,,,,,,
USGS,7124000,8/31/2006,588,25.6,21,935,,,,,,
USGS,7124000,9/1/2006,537,24.7,21.5,958,,,,,,
USGS,7124000,9/2/2006,530,21.9,19.1,1000,,,,,,
USGS,7124000,9/3/2006,627,21,18,1020,,,,,,
USGS,7124000,9/4/2006,550,21.6,18.3,1060,,,,,,
USGS,7124000,9/5/2006,488,21.8,17.6,1240,,,,,,
USGS,7124000,9/6/2006,435,23.2,18.5,1310,,,,,,
USGS,7124000,9/7/2006,377,23.3,18.8,1370,,,,,,
USGS,7124000,9/8/2006,329,22.8,18.9,1410,,,,,,
USGS,7124000,9/9/2006,302,23.3,18.8,1410,,,,,,
USGS,7124000,9/10/2006,243,24.1,18.7,NA,,,,,,
USGS,7124000,9/11/2006,218,24.2,18.9,NA,,,,,,
USGS,7124000,9/12/2006,303,23.7,18.7,NA,,,,,,
USGS,7124000,9/13/2006,426,22.8,18.2,1190,,,,,,
USGS,7124000,9/14/2006,480,22,18.5,1200,,,,,,
USGS,7124000,9/15/2006,487,22.1,18.4,1200,,,,,,
USGS,7124000,9/16/2006,359,22.6,17.8,1300,,,,,,
USGS,7124000,9/17/2006,268,20.5,15.7,1480,,,,,,
USGS,7124000,9/18/2006,227,19.9,14,1600,,,,,,
USGS,7124000,9/19/2006,198,20.8,13.8,1700,,,,,,
USGS,7124000,9/20/2006,167,21.3,14.1,1810,,,,,,
USGS,7124000,9/21/2006,169,17.8,14.4,1790,,,,,,
USGS,7124000,9/22/2006,180,15.1,12.5,1720,,,,,,
USGS,7124000,9/23/2006,161,15.6,11.4,1840,,,,,,
USGS,7124000,9/24/2006,219,17.8,11.4,1670,,,,,,
USGS,7124000,9/25/2006,258,18.6,12.5,1480,,,,,,
USGS,7124000,9/26/2006,335,18.8,13.5,1260,,,,,,
USGS,7124000,9/27/2006,348,18.8,14,1230,,,,,,
USGS,7124000,9/28/2006,301,19,14,1340,,,,,,
