# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,,,,,,,
# have not received Director's approval and as such are provisional and subject to,,,,,,,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,,,,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,,,,,,,
#,,,,,,,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,,,,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,,,,,,,
#,,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,,
# retrieved: 2012-01-11 22:35:13 EST       (caww02),,,,,,,,,,
#,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,
"#    USGS 07130500 ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR, CO.",,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,
#,,,,,,,,,,
# Data provided for site 07130500,,,,,,,,,,
#    DD parameter statistic   Description,,,,,,,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,
"#    15   00010     00001     Temperature, water, degrees Celsius (Maximum)",,,,,,,,,,
"#    15   00010     00002     Temperature, water, degrees Celsius (Minimum)",,,,,,,,,,
"#    16   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)",,,,,,,,,,
#,,,,,,,,,,
# Data-value qualification codes included in this output: ,,,,,,,,,,
#     Eqp  Equipment malfunction  ,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,,,,,,,
#     P  Provisional data subject to revision.  ,,,,,,,,,,
#     e  Value has been estimated.  ,,,,,,,,,,
# ,,,,,,,,,,
agency_cd,site_no,datetime,01_00060_00003,01_00060_00003_cd,15_00010_00001,15_00010_00001_cd,15_00010_00002,15_00010_00002_cd,16_00095_00003,16_00095_00003_cd
USGS,7130500,12/20/2005,0.9,A,1.1,A,0.7,A,,
USGS,7130500,12/21/2005,1,A,1.1,A,0.5,A,,
USGS,7130500,12/22/2005,1.1,A,2.7,A,0.5,A,,
USGS,7130500,12/23/2005,1.1,A,4,A,2.2,A,2230,A
USGS,7130500,12/24/2005,1.1,A,4.8,A,3.1,A,2210,A
USGS,7130500,12/25/2005,1.1,A,5.1,A,2.9,A,2220,A
USGS,7130500,12/26/2005,1.1,A,5.1,A,3.2,A,2230,A
USGS,7130500,12/27/2005,1.1,A,5.2,A,3.7,A,2240,A
USGS,7130500,12/28/2005,1.2,A,5.3,A,2.8,A,2260,A
USGS,7130500,12/29/2005,1.2,A,5,A,3.4,A,2270,A
USGS,7130500,12/30/2005,1.2,A,4,A,1.8,A,2290,A
USGS,7130500,12/31/2005,1.2,A,4.9,A,1.7,A,2300,A
USGS,7130500,1/1/2006,1.2,A,5.6,A,3.6,A,2310,A
USGS,7130500,1/2/2006,1.1,A,5.3,A,2,A,2310,A
USGS,7130500,1/3/2006,1.1,A,5.8,A,3.4,A,2320,A
USGS,7130500,1/4/2006,1.2,A,5.2,A,3.1,A,2320,A
USGS,7130500,1/5/2006,1.1,A,4.6,A,2.1,A,2320,A
USGS,7130500,1/6/2006,1.1,A,5.4,A,2,A,2320,A
USGS,7130500,1/7/2006,1.2,A,6,A,2.7,A,2330,A
USGS,7130500,1/8/2006,1.2,A,5.8,A,3.4,A,2340,A
USGS,7130500,1/9/2006,1.3,A,5,A,2.8,A,2310,A
USGS,7130500,1/10/2006,1.2,A,4.1,A,1.5,A,2310,A
USGS,7130500,1/11/2006,1.2,A,4.8,A,2.3,A,2330,A
USGS,7130500,1/12/2006,1.2,A,4.3,A,2,A,2330,A
USGS,7130500,1/13/2006,1.2,A,3.6,A,0.7,A,2320,A
USGS,7130500,1/14/2006,1.3,A,4.3,A,1.4,A,2330,A
USGS,7130500,1/15/2006,1.2,A,5.1,A,2.1,A,2340,A
USGS,7130500,1/16/2006,1.2,A,4.2,A,1.7,A,2340,A
USGS,7130500,1/17/2006,1.2,A,3.8,A,0.8,A,2330,A
USGS,7130500,1/18/2006,1.2,A,5.1,A,1.9,A,2330,A
USGS,7130500,1/19/2006,1.2,A,4.7,A,2.9,A,2340,A
USGS,7130500,1/20/2006,1.4,A,4.2,A,2.2,A,2310,A
USGS,7130500,1/21/2006,1.3,A,4.2,A,1.9,A,2310,A
USGS,7130500,1/22/2006,1.1,A,2.4,A,0.4,A,2330,A
USGS,7130500,1/23/2006,1.2,A,3,A,0.7,A,2330,A
USGS,7130500,1/24/2006,1.2,A,3.4,A,0.9,A,2320,A
USGS,7130500,1/25/2006,1.1,A,4.1,A,1.6,A,2280,A
USGS,7130500,1/26/2006,1.1,A,5.4,A,2.3,A,2320,A
USGS,7130500,1/27/2006,1.2,A,6.6,A,2.9,A,2340,A
USGS,7130500,1/28/2006,1.1,A,5.7,A,3.2,A,2350,A
USGS,7130500,1/29/2006,1.1,A,5.1,A,2.8,A,2340,A
USGS,7130500,1/30/2006,1.1,A,6.3,A,2.4,A,2340,A
USGS,7130500,1/31/2006,1.1,A,6.2,A,2.6,A,2350,A
USGS,7130500,2/1/2006,1.2,A,7.2,A,3,A,2350,A
USGS,7130500,2/2/2006,1.1,A,5.5,A,3.8,A,2350,A
USGS,7130500,2/3/2006,1.1,A,6.1,A,2,A,2350,A
USGS,7130500,2/4/2006,1.1,A,5.5,A,2.4,A,2350,A
USGS,7130500,2/5/2006,1.1,A,5.2,A,3.1,A,2350,A
USGS,7130500,2/6/2006,1.1,A,6.2,A,1.3,A,2350,A
USGS,7130500,2/7/2006,1.1,A,5.9,A,2.3,A,2350,A
USGS,7130500,2/8/2006,1.1,A,7.3,A,2.6,A,2350,A
USGS,7130500,2/9/2006,1.1,A,6.2,A,2.6,A,2340,A
USGS,7130500,2/10/2006,1.1,A,5.3,A,2.6,A,,
USGS,7130500,2/11/2006,1,A,3.3,A,0.6,A,,
USGS,7130500,2/12/2006,1.1,A,4.1,A,0.3,A,,
USGS,7130500,2/13/2006,1.1,A,5,A,1.5,A,,
USGS,7130500,2/14/2006,1.2,A,8.4,A,2.1,A,2370,A
USGS,7130500,2/15/2006,1.1,A,6,A,4.3,A,2350,A
USGS,7130500,2/16/2006,1.1,A,4.4,A,2.6,A,2340,A
USGS,7130500,2/17/2006,1,A,3.1,A,1.4,A,2360,A
USGS,7130500,2/18/2006,1.2,A,,,,,,
USGS,7130500,2/19/2006,1.1,A,1.5,A,0.9,A,,
USGS,7130500,2/20/2006,1.1,A,1.9,A,0.5,A,,
USGS,7130500,2/21/2006,1.1,A,5.6,A,0.8,A,,
USGS,7130500,2/22/2006,1.1,A,5.3,A,1.8,A,2320,A
USGS,7130500,2/23/2006,1.1,A,5.9,A,2.6,A,2300,A
USGS,7130500,2/24/2006,1.1,A,8.1,A,2.9,A,2290,A
USGS,7130500,2/25/2006,1.2,A,7.1,A,3.1,A,2330,A
USGS,7130500,2/26/2006,1.1,A,10.4,A,3.2,A,2350,A
USGS,7130500,2/27/2006,1.2,A,11.9,A,5.6,A,2360,A
USGS,7130500,2/28/2006,1.1,A,9.5,A,6.1,A,2360,A
USGS,7130500,3/1/2006,1.2,A,9.2,A,7.1,A,2370,A
USGS,7130500,3/2/2006,1.1,A,9.1,A,6.1,A,2370,A
USGS,7130500,3/3/2006,1,A,10.7,A,6.3,A,2370,A
USGS,7130500,3/4/2006,1.1,A,12.4,A,7.5,A,2370,A
USGS,7130500,3/5/2006,1.2,A,12.8,A,7.6,A,2350,A
USGS,7130500,3/6/2006,1.2,A,12.4,A,7.5,A,2350,A
USGS,7130500,3/7/2006,3.6,A,12,A,7.8,A,2360,A
USGS,7130500,3/8/2006,2.8,A,13.4,A,7,A,2370,A
USGS,7130500,3/9/2006,2.8,A,11.5,A,7.3,A,2360,A
USGS,7130500,3/10/2006,2.5,A,10.3,A,6.3,A,2390,A
USGS,7130500,3/11/2006,2.4,A,10.5,A,6.2,A,2400,A
USGS,7130500,3/12/2006,2.4,A,9.5,A,6.1,A,2400,A
USGS,7130500,3/13/2006,2.3,A,12.6,A,5.2,A,2410,A
USGS,7130500,3/14/2006,2.2,A,11.9,A,5.3,A,2410,A
USGS,7130500,3/15/2006,2.1,A,10.6,A,6.1,A,2420,A
USGS,7130500,3/16/2006,2.2,A,13.6,A,6.3,A,2420,A
USGS,7130500,3/17/2006,2.2,A,10.3,A,6.2,A,2420,A
USGS,7130500,3/18/2006,2.2,A,8.7,A,6,A,2420,A
USGS,7130500,3/19/2006,2.3,A,9.9,A,6.7,A,2420,A
USGS,7130500,3/20/2006,2.5,A,8.4,A,4.2,A,2360,A
USGS,7130500,3/21/2006,2.2,A,9.1,A,2.9,A,2370,A
USGS,7130500,3/22/2006,2.2,A,5.7,A,3.9,A,2380,A
USGS,7130500,3/23/2006,2.2,A,8.9,A,4.3,A,2390,A
USGS,7130500,3/24/2006,2.2,A,12,A,4.2,A,2390,A
USGS,7130500,3/25/2006,2.2,A,8.1,A,5.8,A,2390,A
USGS,7130500,3/26/2006,2.2,A,12,A,5.9,A,2400,A
USGS,7130500,3/27/2006,2.2,A,13.5,A,6.1,A,2400,A
USGS,7130500,3/28/2006,2.1,A,14.4,A,7.1,A,2400,A
USGS,7130500,3/29/2006,15,A,11.1,A,7.8,A,2390,A
USGS,7130500,3/30/2006,17,A,13.1,A,8.1,A,2400,A
USGS,7130500,3/31/2006,2.4,A,14.2,A,7.9,A,2410,A
USGS,7130500,4/1/2006,2.3,A,11.5,A,8.7,A,2410,A
USGS,7130500,4/2/2006,2.3,A,16.8,A,8.5,A,2390,A
USGS,7130500,4/3/2006,2.2,A,14.5,A,8.9,A,2390,A
USGS,7130500,4/4/2006,2.2,A,16.8,A,9.3,A,2380,A
USGS,7130500,4/5/2006,2.3,A,17.6,A,10.6,A,2350,A
USGS,7130500,4/6/2006,2.2,A,14.9,A,10.5,A,2320,A
USGS,7130500,4/7/2006,2.2,A,11.7,A,8.6,A,2300,A
USGS,7130500,4/8/2006,2.1,A,14.8,A,6.8,A,2300,A
USGS,7130500,4/9/2006,2.2,A,19.3,A,9.2,A,2290,A
USGS,7130500,4/10/2006,120,A,13.1,A,10.1,A,2320,A
USGS,7130500,4/11/2006,203,A,12.1,A,10.6,A,2380,A
USGS,7130500,4/12/2006,155,A,12.5,A,10.8,A,2390,A
USGS,7130500,4/13/2006,115,A,12.7,A,10.8,A,2420,A
USGS,7130500,4/14/2006,122,A,12.2,A,10.9,A,2430,A
USGS,7130500,4/15/2006,121,A,12.8,A,10.9,A,2450,A
USGS,7130500,4/16/2006,122,A,13.9,A,12,A,2460,A
USGS,7130500,4/17/2006,123,A,13.9,A,12.1,A,2470,A
USGS,7130500,4/18/2006,120,A,14.1,A,11.9,A,2440,A
USGS,7130500,4/19/2006,116,A,14.7,A,13.2,A,2440,A
USGS,7130500,4/20/2006,111,A,14.9,A,13.1,A,2440,A
USGS,7130500,4/21/2006,111,A,14.7,A,12.8,A,2440,A
USGS,7130500,4/22/2006,111,A,13.9,A,12.8,A,2450,A
USGS,7130500,4/23/2006,111,A,14.7,A,12.9,A,2450,A
USGS,7130500,4/24/2006,110,A,14.3,A,13.3,A,2450,A
USGS,7130500,4/25/2006,338,A,13.5,A,12.7,A,2460,A
USGS,7130500,4/26/2006,488,A,13.9,A,13.1,A,2460,A
USGS,7130500,4/27/2006,407,A,13.9,A,13.1,A,2470,A
USGS,7130500,4/28/2006,355,A,13.5,A,13.2,A,2470,A
USGS,7130500,4/29/2006,354,A,13.2,A,12.8,A,2470,A
USGS,7130500,4/30/2006,351,A,13.7,A,12.8,A,2470,A
USGS,7130500,5/1/2006,378,A,14.6,A,13.2,A,2480,A
USGS,7130500,5/2/2006,417,A,14.7,A,13.2,A,2480,A
USGS,7130500,5/3/2006,451,A,14.5,A,13.7,A,2480,A
USGS,7130500,5/4/2006,480,A,14.3,A,13.9,A,2490,A
USGS,7130500,5/5/2006,464,A,14.3,A,13.7,A,2490,A
USGS,7130500,5/6/2006,440,A,14.2,A,13.6,A,2490,A
USGS,7130500,5/7/2006,438,A,14.3,A,13.5,A,2490,A
USGS,7130500,5/8/2006,437,A,15.1,A,13.6,A,2490,A
USGS,7130500,5/9/2006,435,A,15.8,A,14.7,A,2500,A
USGS,7130500,5/10/2006,432,A,15.6,A,14.7,A,2500,A
USGS,7130500,5/11/2006,442,A,15.8,A,14.9,A,2520,A
USGS,7130500,5/12/2006,455,A,15.5,A,14.7,A,2550,A
USGS,7130500,5/13/2006,454,A,16.3,A,14.6,A,2570,A
USGS,7130500,5/14/2006,452,A,16.7,A,15.3,A,2570,A
USGS,7130500,5/15/2006,143,A,17,A,15.5,A,2570,A
USGS,7130500,5/16/2006,112,A,17.6,A,15.5,A,2570,A
USGS,7130500,5/17/2006,84,A,17.9,A,15.7,A,2560,A
USGS,7130500,5/18/2006,81,A,18.3,A,16.1,A,2550,A
USGS,7130500,5/19/2006,77,A,18.6,A,16.4,A,2550,A
USGS,7130500,5/20/2006,72,A,19.2,A,16.9,A,2570,A
USGS,7130500,5/21/2006,72,A,19.9,A,17.5,A,2580,A
USGS,7130500,5/22/2006,187,A,20.6,A,18.3,A,2580,A
USGS,7130500,5/23/2006,411,A,21.4,A,20.4,A,2600,A
USGS,7130500,5/24/2006,520,A,21.5,A,20.6,A,2600,A
USGS,7130500,5/25/2006,520,A,21.2,A,20.3,A,2620,A
USGS,7130500,5/26/2006,539,A,21.6,A,20.2,A,2620,A
USGS,7130500,5/27/2006,557,A,22.2,A,20.7,A,2620,A
USGS,7130500,5/28/2006,557,A,21.6,A,21,A,2530,A
USGS,7130500,5/29/2006,559,A,21.1,A,20.1,A,2480,A
USGS,7130500,5/30/2006,551,A,20.1,A,19.4,A,2420,A
USGS,7130500,5/31/2006,542,A,20.1,A,19.4,A,2320,A
USGS,7130500,6/1/2006,679,A,19.7,A,19.2,A,2280,A
USGS,7130500,6/2/2006,767,A,20,A,19.1,A,2230,A
USGS,7130500,6/3/2006,560,A,21.1,A,19.4,A,2180,A
USGS,7130500,6/4/2006,484,A,21.1,A,19.6,A,2110,A
USGS,7130500,6/5/2006,485,A,21.6,A,20.2,A,2070,A
USGS,7130500,6/6/2006,486,A,21.7,A,20.6,A,2000,A
USGS,7130500,6/7/2006,500,A,23.1,A,21,A,1970,A
USGS,7130500,6/8/2006,579,A,23.7,A,22.9,A,1800,A
USGS,7130500,6/9/2006,651,A,23.6,A,22.9,A,1660,A
USGS,7130500,6/10/2006,648,A,23.4,A,22.6,A,1660,A
USGS,7130500,6/11/2006,646,A,23,A,22.2,A,1680,A
USGS,7130500,6/12/2006,567,A,22.4,A,22,A,1680,A
USGS,7130500,6/13/2006,463,A,22.7,A,22,A,1690,A
USGS,7130500,6/14/2006,465,A,23.3,A,22.2,A,1690,A
USGS,7130500,6/15/2006,469,A,23.6,A,22.6,A,1650,A
USGS,7130500,6/16/2006,485,A,22.6,A,21.2,A,1410,A
USGS,7130500,6/17/2006,495,A,21.2,A,20,A,1470,A
USGS,7130500,6/18/2006,496,A,20.9,A,19.5,A,1500,A
USGS,7130500,6/19/2006,496,A,20.9,A,19.9,A,1490,A
USGS,7130500,6/20/2006,495,A,21.9,A,20.5,A,1480,A
USGS,7130500,6/21/2006,495,A,22.5,A,21.5,A,1460,A
USGS,7130500,6/22/2006,597,A,22.2,A,21.4,A,1410,A
USGS,7130500,6/23/2006,525,A,22.2,A,21.2,A,1380,A
USGS,7130500,6/24/2006,353,A,22.1,A,21,A,1380,A
USGS,7130500,6/25/2006,263,A,22.4,A,21.4,A,1350,A
USGS,7130500,6/26/2006,175,A,22.5,A,21.3,A,1330,A
USGS,7130500,6/27/2006,161,A,22.3,A,20.9,A,1330,A
USGS,7130500,6/28/2006,163,A,22.3,A,20.9,A,1340,A
USGS,7130500,6/29/2006,164,A,22.6,A,21.2,A,1310,A
USGS,7130500,6/30/2006,524,A,22.2,A,21.3,A,1320,A
USGS,7130500,7/1/2006,894,A,22.4,A,21.7,A,1320,A
USGS,7130500,7/2/2006,913,A,23,A,22.2,A,1310,A
USGS,7130500,7/3/2006,862,A,23.5,A,22.7,A,1300,A
USGS,7130500,7/4/2006,812,A,23.8,A,23.1,A,1270,A
USGS,7130500,7/5/2006,810,A,23.2,A,23,A,1280,A
USGS,7130500,7/6/2006,908,A,23.5,A,22.8,A,1280,A
USGS,7130500,7/7/2006,1110,A,23.3,A,22.9,A,1270,A
USGS,7130500,7/8/2006,1210,A,24,A,23.2,A,1270,A
USGS,7130500,7/9/2006,1170,A,24.9,A,23.8,A,1270,A
USGS,7130500,7/10/2006,1160,A,26,A,23.6,A,1260,A
USGS,7130500,7/11/2006,1320,A,25.6,A,24.5,A,1210,A
USGS,7130500,7/12/2006,1310,A,25.5,A,24.3,A,1150,A
USGS,7130500,7/13/2006,1300,A,27.7,A,24.7,A,1150,A
USGS,7130500,7/14/2006,1250,A,27.3,A,25.4,A,1160,A
USGS,7130500,7/15/2006,1070,A,26.4,A,25.7,A,1150,A
USGS,7130500,7/16/2006,964,A,27,A,24.9,A,1180,A
USGS,7130500,7/17/2006,1000,A,27.2,A,25.2,A,1190,A
USGS,7130500,7/18/2006,886,A,27.5,A,25.8,A,1200,A
USGS,7130500,7/19/2006,449,A,27.7,A,25.9,A,1240,A
USGS,7130500,7/20/2006,306,A,26.9,A,25.9,A,1260,A
USGS,7130500,7/21/2006,266,A,26.9,A,25.9,A,1290,A
USGS,7130500,7/22/2006,256,A,26.4,A,24.7,A,1300,A
USGS,7130500,7/23/2006,256,A,24.8,A,23.8,A,1310,A
USGS,7130500,7/24/2006,207,A,24.8,A,23.7,A,1320,A
USGS,7130500,7/25/2006,152,A,25.5,A,23.9,A,1330,A
USGS,7130500,7/26/2006,145,A,26,A,24.6,A,1360,A
USGS,7130500,7/27/2006,127,A,26,A,24.3,A,1400,A
USGS,7130500,7/28/2006,99,A,26,A,24.7,A,1400,A
USGS,7130500,7/29/2006,92,A,26,A,25,A,1450,A
USGS,7130500,7/30/2006,92,A,25.4,A,24.4,A,1510,A
USGS,7130500,7/31/2006,98,A,25.4,A,24.1,A,1540,A
USGS,7130500,8/1/2006,113,A,26.6,A,24.5,A,1560,A
USGS,7130500,8/2/2006,119,A,26.3,A,24.8,A,1590,A
USGS,7130500,8/3/2006,119,A,25.9,A,24.8,A,1650,A
USGS,7130500,8/4/2006,118,A,25.6,A,24.4,A,1660,A
USGS,7130500,8/5/2006,118,A,24.5,A,23.4,A,1690,A
USGS,7130500,8/6/2006,118,A,25,A,23.6,A,1660,A
USGS,7130500,8/7/2006,200,A,26,A,24.5,A,1660,A
USGS,7130500,8/8/2006,224,A,25.9,A,24.5,A,1510,A
USGS,7130500,8/9/2006,177,A,26.7,A,24.6,A,1530,A
USGS,7130500,8/10/2006,176,A,26.2,A,24.2,A,1510,A
USGS,7130500,8/11/2006,150,A,25.4,A,23.8,A,1480,A
USGS,7130500,8/12/2006,126,A,26.1,A,25.2,A,1500,A
USGS,7130500,8/13/2006,126,A,25.6,A,24.6,A,1500,A
USGS,7130500,8/14/2006,126,A,24.7,A,24.1,A,1570,A
USGS,7130500,8/15/2006,190,A,24.1,A,23.3,A,1530,A
USGS,7130500,8/16/2006,220,A,24.6,A,23.5,A,1410,A
USGS,7130500,8/17/2006,196,A,25.5,A,24.1,A,1420,A
USGS,7130500,8/18/2006,196,A,25.1,A,24,A,1420,A
USGS,7130500,8/19/2006,292,A,24,A,23.4,A,1370,A
USGS,7130500,8/20/2006,357,A,23.9,A,23.3,A,1350,A
USGS,7130500,8/21/2006,505,A,23.7,A,22.7,A,1290,A
USGS,7130500,8/22/2006,758,A,24.1,A,22.8,A,1230,A
USGS,7130500,8/23/2006,793,A,24.1,A,23.3,A,1160,A
USGS,7130500,8/24/2006,639,A,24.9,A,22.7,A,1170,A
USGS,7130500,8/25/2006,465,A,24.5,A,23,A,1240,A
USGS,7130500,8/26/2006,388,A,23,A,20.4,A,1240,A
USGS,7130500,8/27/2006,390,A,21.4,A,20.8,A,1240,A
USGS,7130500,8/28/2006,575,A,22.6,A,21.2,A,1260,A
USGS,7130500,8/29/2006,667,A,22.3,A,21,A,1290,A
USGS,7130500,8/30/2006,505,A,21.8,A,19.7,A,1220,A
USGS,7130500,8/31/2006,443,A,22.3,A,19.7,A,1180,A
USGS,7130500,9/1/2006,518,A,23.5,A,21.3,A,1230,A
USGS,7130500,9/2/2006,709,A,21.5,A,18.7,A,1100,A
USGS,7130500,9/3/2006,830,A,19.7,A,18.9,A,1160,A
USGS,7130500,9/4/2006,748,A,19.8,A,19.3,A,1210,A
USGS,7130500,9/5/2006,593,A,20.7,A,19.7,A,1210,A
USGS,7130500,9/6/2006,471,A,20.8,A,19.5,A,1210,A
USGS,7130500,9/7/2006,445,A,20.7,A,19.5,A,1230,A
USGS,7130500,9/8/2006,396,A,21.2,A,19.6,A,1290,A
USGS,7130500,9/9/2006,345,A,21.4,A,20.2,A,1270,A
USGS,7130500,9/10/2006,347,A,21.2,A,20.1,A,1330,A
USGS,7130500,9/11/2006,343,A,21.1,A,20.6,A,1340,A
USGS,7130500,9/12/2006,306,A,22,A,20.7,A,1450,A
USGS,7130500,9/13/2006,278,A,21.2,A,20.1,A,1400,A
USGS,7130500,9/14/2006,389,A,22.3,A,19.9,A,1410,A
USGS,7130500,9/15/2006,554,A,20.9,A,19,A,1400,A
USGS,7130500,9/16/2006,605,A,20.8,A,19.4,A,1350,A
USGS,7130500,9/17/2006,484,A,20.6,A,17.2,A,1360,A
USGS,7130500,9/18/2006,408,A,17.5,A,16.8,A,1370,A
USGS,7130500,9/19/2006,335,A,17.6,A,16.8,A,1420,A
USGS,7130500,9/20/2006,255,A,18.2,A,16.9,A,1470,A
USGS,7130500,9/21/2006,268,A,18.2,A,15,A,1470,A
USGS,7130500,9/22/2006,299,A,15.9,A,14.5,A,1480,A
USGS,7130500,9/23/2006,298,A,14.5,A,12.5,A,1500,A
USGS,7130500,9/24/2006,295,A,13.9,A,12.7,A,1550,A
USGS,7130500,9/25/2006,269,A,14.7,A,12.9,A,1580,A
USGS,7130500,9/26/2006,242,A,16.3,A,14.1,A,1620,A
USGS,7130500,9/27/2006,273,A,16.7,A,15.3,A,1650,A
USGS,7130500,9/28/2006,300,A,16.6,A,16,A,1650,A
USGS,7130500,9/29/2006,300,A,16.8,A,15.9,A,1640,A
USGS,7130500,9/30/2006,302,A,17.4,A,15.9,A,1590,A
USGS,7130500,10/1/2006,265,A,18.5,A,17,A,1570,A
USGS,7130500,10/2/2006,223,A,17.9,A,17.2,A,1580,A
USGS,7130500,10/3/2006,184,A,17.8,A,17.1,A,1600,A
USGS,7130500,10/4/2006,159,A,17.5,A,16.7,A,1630,A
USGS,7130500,10/5/2006,151,A,17.2,A,16.4,A,1650,A
USGS,7130500,10/6/2006,164,A,18,A,17.2,A,1670,A
USGS,7130500,10/7/2006,178,A,17.9,A,16.7,A,1700,A
USGS,7130500,10/8/2006,177,A,17.4,A,14.6,A,1730,A
USGS,7130500,10/9/2006,175,A,14.6,A,12.6,A,1750,A
USGS,7130500,10/10/2006,176,A,12.6,A,11.8,A,1750,A
USGS,7130500,10/11/2006,177,A,12.3,A,11.5,A,1760,A
USGS,7130500,10/12/2006,258,A,12.4,A,11.9,A,1770,A
USGS,7130500,10/13/2006,387,A,12.3,A,11.6,A,1770,A
USGS,7130500,10/14/2006,429,A,11.8,A,11.4,A,1760,A
USGS,7130500,10/15/2006,430,A,12.1,A,11.6,A,1730,A
USGS,7130500,10/16/2006,487,A,12.8,A,11.6,A,1680,A
USGS,7130500,10/17/2006,539,A,13.9,A,12.7,A,1600,A
USGS,7130500,10/18/2006,566,A,13.1,A,10.4,A,1530,A
USGS,7130500,10/19/2006,521,A,11.2,A,10.4,A,1540,A
USGS,7130500,10/20/2006,439,A,11.6,A,10.8,A,1540,A
USGS,7130500,10/21/2006,418,A,11.4,A,9,A,1520,A
USGS,7130500,10/22/2006,418,A,10,A,9.4,A,1530,A
USGS,7130500,10/23/2006,423,A,9.9,A,9.3,A,1530,A
USGS,7130500,10/24/2006,430,A,9.9,A,9.2,A,1530,A
USGS,7130500,10/25/2006,435,A,10,A,9.4,A,1520,A
USGS,7130500,10/26/2006,443,A,10.9,A,4.1,A,1480,A
USGS,7130500,10/27/2006,491,A,6.6,A,4.1,A,1290,A
USGS,7130500,10/28/2006,447,A,8,A,5.4,A,1300,A
USGS,7130500,10/29/2006,443,A,8.2,A,7.5,A,1340,A
USGS,7130500,10/30/2006,434,A,9.3,A,8.2,A,1380,A
USGS,7130500,10/31/2006,414,A,9.3,A,7.8,A,1430,A
USGS,7130500,11/1/2006,29,A,10,A,6.3,A,1490,A
USGS,7130500,11/2/2006,3,A,9.8,A,5.9,A,1520,A
USGS,7130500,11/3/2006,3.2,A,11,A,6.5,A,1540,A
USGS,7130500,11/4/2006,2.9,A,10.7,A,7,A,1560,A
USGS,7130500,11/5/2006,2.7,A,12.5,A,8,A,1580,A
USGS,7130500,11/6/2006,2.8,A,12,A,8.1,A,1590,A
USGS,7130500,11/7/2006,2.5,A,12.2,A,8.1,A,1620,A
USGS,7130500,11/8/2006,1.2,A,13.1,A,8.1,A,1640,A
USGS,7130500,11/9/2006,1,A,10.8,A,8.6,A,1650,A
USGS,7130500,11/10/2006,0.91,A,9.7,A,7.7,A,1650,A
USGS,7130500,11/11/2006,0.75,A,8.9,A,6.2,A,1660,A
USGS,7130500,11/12/2006,0.76,A,8.3,A,7.2,A,1680,A
USGS,7130500,11/13/2006,0.77,A,7.3,A,5.9,A,1690,A
USGS,7130500,11/14/2006,0.74,A,7.3,A,5.2,A,1700,A
USGS,7130500,11/15/2006,0.64,A,6,A,3.6,A,1710,A
USGS,7130500,11/16/2006,0.76,A,7.7,A,2.6,A,1720,A
USGS,7130500,11/17/2006,0.72,A,7.8,A,4,A,1740,A
USGS,7130500,11/18/2006,0.8,A,8.2,A,4.9,A,1750,A
USGS,7130500,11/19/2006,0.77,A,9.1,A,4.7,A,1760,A
USGS,7130500,11/20/2006,0.77,A,8.3,A,4.7,A,1770,A
USGS,7130500,11/21/2006,0.79,A,8.7,A,4.8,A,1780,A
USGS,7130500,11/22/2006,0.8,A,7.6,A,5,A,1800,A
USGS,7130500,11/23/2006,0.79,A,9.7,A,5.3,A,1810,A
USGS,7130500,11/24/2006,0.79,A,8.9,A,6.2,A,1820,A
USGS,7130500,11/25/2006,0.8,A,9.4,A,6.1,A,1830,A
USGS,7130500,11/26/2006,0.78,A,7.6,A,5.6,A,1840,A
USGS,7130500,11/27/2006,0.87,A,6.6,A,5.2,A,1840,A
USGS,7130500,11/28/2006,0.77,A,7.8,A,5,A,1850,A
USGS,7130500,11/29/2006,0.79,A,5.6,A,1.8,A,1850,A
USGS,7130500,11/30/2006,0.67,A,2.9,A,0.7,A,1850,A
USGS,7130500,12/1/2006,0.66,A,1.9,A,0.2,A,1880,A
USGS,7130500,12/2/2006,0.61,A,3.5,A,1.4,A,1890,A
USGS,7130500,12/3/2006,0.62,A,2.6,A,2.1,A,1890,A
USGS,7130500,12/4/2006,0.69,A,2.4,A,1.6,A,1900,A
USGS,7130500,12/5/2006,0.74,A,4.1,A,1.5,A,1920,A
USGS,7130500,12/6/2006,0.73,A,4.5,A,2.6,A,1930,A
USGS,7130500,12/7/2006,0.65,A,4.3,A,2.5,A,1920,A
USGS,7130500,12/8/2006,0.72,A,3.9,A,2.6,A,1920,A
USGS,7130500,12/9/2006,0.75,A,4.4,A,2.6,A,1940,A
USGS,7130500,12/10/2006,0.75,A,4.7,A,2.5,A,1950,A
